Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.426929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
NXGA - Ninja Warrior MMA Parkour,A parkour training gym where I first executed a standing webster front flip,37.50585877,-121.9568204,https://guardiannexus.com/,http://www.guardiannexus.com/wp-content/uploads/2014/12/entire-gym-e1418807045779.jpg
Seoul Jung Korean BBQ,A Korean barbeque spot where my high school friends and I would frequent after class,37.7045802,-121.8514607,https://seouljungus.com/about-style-2/,https://seouljungus.com/wp-content/uploads/2020/07/20200530_033411.png
Powell Street Cable Car Terminal,"A street marked by a cable car turnaround, beautiful when lights adorn the trees in winter",37.78475297,-122.4076858,https://www.streetcar.org/wheels-motion/ride-cable-car-lines/,https://i.pinimg.com/736x/f0/3c/4f/f03c4f208b890279e5e1ddc0db171043.jpg
Kiyomizu-dera,"A Buddhist temple, notable for its patronage of love and medicinal spring waters",34.99510216,135.7850141,https://en.wikipedia.org/wiki/Kiyomizu-dera,https://www.japan-guide.com/g18/3901_top.jpg
Takeshita Street,A pedestrian shopping street known for its prevalency in street and youth culture,35.67159042,139.7030917,https://en.wikipedia.org/wiki/Takeshita_Street,https://www.gotokyo.org/en/spot/48/images/48_0129_1_1400x1100.jpg
